"Stride","Phase","Stride.Time","Time","RTx","RTy","RTz","LTx","LTy","LTz","Px","Py","Pz","Tx","Ty","Tz"
1,1,0,0,-0.130871281,-1.308712959,-3.729831934,-3.010039568,-0.32717824,1.341430664,0.948816895,0.49076733,0.65435648,0.81794554,0.392613888,0.098153472
1,1,0.00675,0.00675,-1.014252543,-5.333004951,-3.729831934,-2.781014919,-0.32717824,1.308712959,0.850663364,0.687074244,0.98153466,0.621638596,0.392613888,0.261742562
1,1,0.0135,0.0135,-1.308712959,-6.412693501,-4.907673359,-2.519272327,-0.458049506,1.308712959,0.687074244,0.425331682,1.47230196,0.359896034,0.392613888,0.49076733
1,1,0.02025,0.02025,-3.991574287,2.192094088,-0.49076733,-2.159376144,-0.65435648,1.210559368,0.588920772,0,1.864915967,0.16358912,0.32717824,0.785227776
1,1,0.027,0.027,-5.856490135,5.856490135,1.832198024,-1.832198024,-0.752509892,1.046970248,0.294460386,0.16358912,1.308712959,-0.229024753,0.261742562,1.210559368
1,1,0.03375,0.03375,-2.192094088,5.398440838,-1.177841544,-1.47230196,-0.916099012,0.883381188,0.16358912,0.556203008,1.275995135,-1.079688072,0.261742562,1.734044552
1,1,0.0405,0.0405,-1.177841544,3.27178216,-2.617425919,-0.98153466,-1.046970248,0.785227776,-0.32717824,1.112406015,1.046970248,-2.813732624,0.588920772,2.192094088
1,1,0.04725,0.04725,-1.374148488,1.832198024,-1.995787144,-0.359896034,-0.916099012,0.81794554,-1.210559368,1.505019784,0.81794554,-4.057010174,0.850663364,1.930351615
1,1,0.054,0.054,-0.81794554,2.453836679,-2.028505087,0.098153472,-0.752509892,0.621638596,-2.322965384,1.406866312,0.556203008,-3.20634675,1.046970248,1.308712959
1,1,0.06075,0.06075,-0.392613888,0.556203008,-0.883381188,-0.261742562,-0.49076733,0.16358912,-4.874955654,1.112406015,0.425331682,-1.537737727,1.046970248,1.308712959
1,1,0.0675,0.0675,-1.046970248,-0.392613888,-0.392613888,1.112406015,-0.98153466,-0.130871281,-6.085515022,-0.81794554,0.130871281,-0.261742562,0.81794554,1.897633791
1,1,0.07425,0.07425,-1.177841544,-0.425331682,-0.850663364,2.813732624,-1.046970248,0.098153472,-3.108193159,-1.96306932,0.229024753,0.196306944,0.588920772,2.159376144
1,1,0.081,0.081,-1.570455551,0.098153472,-1.341430664,3.239064455,-1.243277192,0.261742562,-2.617425919,-2.519272327,0.196306944,0.098153472,0.588920772,2.159376144
1,1,0.08775,0.08775,-2.879168272,0.81794554,-1.406866312,2.159376144,-1.341430664,0.588920772,-2.159376144,-1.63589108,0.098153472,-0.294460386,0.65435648,2.224812031
1,1,0.0945,0.0945,-2.12665844,0.49076733,-0.916099012,1.341430664,-1.374148488,0.719792068,-1.7994802,-0.359896034,0,-0.916099012,0.752509892,2.159376144
1,1,0.10125,0.10125,-2.028505087,0.523485124,-1.145123839,1.112406015,-1.439584136,0.719792068,-1.63589108,0.130871281,-0.065435641,-1.439584136,0.785227776,1.995787144
1,1,0.108,0.108,-2.584707975,0.65435648,-0.883381188,1.014252543,-1.668608904,0.752509892,-1.603173375,0.425331682,-0.098153472,-1.701326728,0.785227776,1.734044552
1,1,0.11475,0.11475,-3.010039568,0.588920772,-0.458049506,0.785227776,-1.7994802,0.785227776,-1.864915967,0.621638596,-0.130871281,-1.63589108,0.687074244,1.603173375
1,1,0.1215,0.1215,-3.042757511,0.261742562,0.196306944,0.588920772,-1.537737727,0.785227776,-1.63589108,0.850663364,-0.130871281,-1.308712959,0.556203008,1.505019784
1,1,0.12825,0.12825,-2.911885977,0.359896034,0.81794554,0.392613888,-1.177841544,0.719792068,-1.406866312,0.883381188,-0.130871281,-0.916099012,0.458049506,1.374148488
1,1,0.135,0.135,-2.846450567,0.65435648,1.046970248,0.294460386,-0.916099012,0.687074244,-1.406866312,0.687074244,-0.065435641,-0.556203008,0.425331682,1.210559368
1,1,0.14175,0.14175,-3.075475454,0.948816895,1.537737727,0.261742562,-0.785227776,0.621638596,-1.439584136,0.392613888,0.03271782,-0.229024753,0.425331682,1.014252543
1,1,0.1485,0.1485,-3.369935751,1.406866312,2.224812031,0.359896034,-0.719792068,0.621638596,-1.63589108,0.03271782,0.130871281,-0.03271782,0.458049506,0.81794554
1,1,0.15525,0.15525,-3.108193159,1.864915967,3.108193159,0.523485124,-0.719792068,0.556203008,-1.439584136,-0.261742562,0.229024753,0.16358912,0.458049506,0.621638596
1,1,0.162,0.162,-2.486554384,1.603173375,3.631678104,0.621638596,-0.719792068,0.261742562,-0.752509892,-0.392613888,0.392613888,0.294460386,0.49076733,0.458049506
1,1,0.16875,0.16875,-1.537737727,-0.916099012,2.551990271,0.687074244,-0.752509892,0.196306944,-0.196306944,-0.392613888,0.588920772,0.392613888,0.49076733,0.32717824
1,1,0.1755,0.1755,-1.63589108,-2.748296976,0.621638596,0.752509892,-0.588920772,-0.065435641,0.03271782,-0.196306944,0.850663364,0.458049506,0.49076733,0.261742562
1,1,0.18225,0.18225,-1.505019784,-2.617425919,0.229024753,0.850663364,-0.458049506,-0.49076733,0,0.229024753,1.079688072,0.425331682,0.49076733,0.229024753
1,1,0.189,0.189,-0.621638596,-2.028505087,0.294460386,1.014252543,-0.32717824,-0.948816895,0.130871281,0.556203008,1.046970248,0.32717824,0.49076733,0.229024753
1,1,0.19575,0.19575,-0.130871281,-1.014252543,0.49076733,1.243277192,-0.294460386,-1.341430664,0.752509892,0.65435648,0.850663364,0.130871281,0.458049506,0.196306944
